Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
676;19200157108;"Competition Policy International";journal;"15540189, 15546853";"Competition Policy International Inc.";No;No;0,106;Q4;14;0;7;0;0;5;0,00;0,00;0,00;0;United States;Northern America;"Competition Policy International Inc.";"2008-2015, 2023";"Economics and Econometrics (Q4); Law (Q4); Political Science and International Relations (Q4)";"Economics, Econometrics and Finance; Social Sciences"
677;62388;"Esprit";journal;"00140759, 21114579";"";No;No;0,106;Q4;11;0;65;0;3;49;0,05;0,00;0,00;0;France;Western Europe;"";"1973, 1975, 1981-1983, 2010-2020, 2024";"Arts and Humanities (miscellaneous) (Q4); Political Science and International Relations (Q4); Religious Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
678;12100157012;"Maghreb - Machrek";journal;"22716815, 17623162";"Editions ESKA";No;No;0,106;Q4;7;0;32;0;5;29;0,20;0,00;0,00;0;France;Western Europe;"Editions ESKA";"1987, 1989-1990, 2007-2024";"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
679;21100428161;"Nijhoff Studies in European Union Law";book series;"22109773, 22109765";"Brill Academic Publishers";No;No;0,106;Q4;5;2;5;694;1;5;0,00;347,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2023, 2025-2026";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
680;27504;"Politique Etrangere";journal;"0032342X, 19588992";"Institut francais des relations internationales";No;No;0,106;Q4;5;58;160;712;14;120;0,06;12,28;15,09;0;France;Western Europe;"Institut francais des relations internationales";"1990, 1994, 2019-2025";"Political Science and International Relations (Q4)";"Social Sciences"
681;21101267122;"Quaderni Fiorentini per la Storia del Pensiero Giuridico Moderno";journal;"03921867";"Giuffre Francis Lefebvre SPA";No;No;0,106;Q4;4;28;107;172;3;5;0,01;6,14;24,00;0;Italy;Western Europe;"Giuffre Francis Lefebvre SPA";"2020-2025";"History (Q4); Law (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
682;21101164610;"Verge: Studies in Global Asias";journal;"23735058, 23735066";"University of Minnesota Press";No;No;0,106;Q4;8;21;61;824;20;50;0,22;39,24;57,14;0;United States;Northern America;"University of Minnesota Press";"2019-2025";"Arts and Humanities (miscellaneous) (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
683;25690;"Cornell International Law Journal";journal;"00108812";"Cornell Law School";No;No;0,105;Q4;37;8;39;1309;4;38;0,11;163,63;50,00;0;United States;Northern America;"Cornell Law School";"1992, 1996-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
684;18736;"Cuadernos del Cendes";journal;"10122508";"Universidad Central de Venezuela";Yes;No;0,105;Q4;9;0;53;0;5;47;0,00;0,00;0,00;0;Venezuela;Latin America;"Universidad Central de Venezuela";"1989-1991, 2008-2023";"Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
685;27801;"Journal of Maritime Law and Commerce";journal;"21624127, 00222410";"SPB Academic Publishing bv";No;No;0,105;Q4;15;15;9;2138;0;7;0,00;142,53;5,88;0;Netherlands;Western Europe;"SPB Academic Publishing bv";"1979, 1996-2020, 2022-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
686;21100786380;"Perspectives on Federalism";journal;"20365438";"Centro Studi Sul Federalismo";Yes;Yes;0,104;Q4;8;6;42;463;5;40;0,10;77,17;28,57;0;Italy;Western Europe;"Centro Studi Sul Federalismo";"2016-2026";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
687;21101168875;"Russian Japanology Review";journal;"26586789, 26586444";"Association of Japanologists";Yes;Yes;0,104;Q4;2;6;36;132;3;36;0,08;22,00;14,29;0;Russian Federation;Eastern Europe;"Association of Japanologists";"2019-2025";"Literature and Literary Theory (Q3); Arts and Humanities (miscellaneous) (Q4); History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
688;25082;"Foreign Policy";journal;"00157228";"Carnegie Endowment for International Peace";No;No;0,103;Q4;45;0;70;0;6;57;0,03;0,00;0,00;0;United States;Northern America;"Carnegie Endowment for International Peace";"1979, 1981, 1984-1985, 1998-2015, 2017-2018, 2020, 2022-2023";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
689;21101045768;"Journal for Interdisciplinary Middle Eastern Studies";journal;"2522347X, 25226959";"Ariel University Press";No;No;0,103;Q4;3;10;20;748;2;20;0,15;74,80;54,55;0;Israel;Middle East;"Ariel University Press";"2017-2025";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
690;21101298832;"Malaysian Journal of International Relations";journal;"22895043, 26008181";"University of Malaya";Yes;No;0,103;Q4;2;8;25;376;7;25;0,33;47,00;40,00;0;Malaysia;Asiatic Region;"University of Malaya";"2021-2025";"Political Science and International Relations (Q4)";"Social Sciences"
691;145265;"Middle East Quarterly";journal;"10739467";"Middle East Forum";No;No;0,103;Q4;22;18;48;609;11;10;0,21;33,83;10,00;0;United States;Northern America;"Middle East Forum";"2005-2025";"Business, Management and Accounting (miscellaneous) (Q4); Political Science and International Relations (Q4)";"Business, Management and Accounting; Social Sciences"
692;17600155221;"Revue Internationale et Strategique";journal;"12871672";"Institut de Relations Internationales et Strategiques";No;No;0,103;Q4;8;0;122;0;11;104;0,09;0,00;0,00;0;France;Western Europe;"Institut de Relations Internationales et Strategiques";"2001-2024";"Political Science and International Relations (Q4)";"Social Sciences"
693;21101180724;"World Trade Institute Advanced Studies";book series;"24059331";"Brill Nijhoff";No;No;0,103;Q4;3;2;37;900;14;10;0,26;450,00;50,00;0;Netherlands;Western Europe;"Brill Nijhoff";"2016, 2019, 2021-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
694;5700161051;"A Contrario";journal;"16607880, 16628667";"Editions Antipodes";No;No;0,102;Q4;8;0;20;0;0;18;0,00;0,00;0,00;0;Switzerland;Western Europe;"Editions Antipodes";"2003-2007, 2009-2018, 2020-2023";"Cultural Studies (Q4); Literature and Literary Theory (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
695;21101140504;"Bolivian Studies Journal";journal;"21565163, 10742247";"University Library System, University of Pittsburgh";Yes;Yes;0,102;Q4;2;17;30;531;2;30;0,05;31,24;38,89;0;United States;Northern America;"University Library System, University of Pittsburgh";"2019, 2021-2025";"Anthropology (Q4); Cultural Studies (Q4); History (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
696;26510;"Japanese Journal of Southeast Asian Studies";journal;"24241377, 05638682";"Center for Southeast Asian Studies";Yes;No;0,102;Q4;21;6;20;267;3;20;0,09;44,50;0,00;0;Japan;Asiatic Region;"Center for Southeast Asian Studies";"1978-2010, 2012-2026";"Development (Q4); Geography, Planning and Development (Q4); Political Science and International Relations (Q4)";"Social Sciences"
697;21100896265;"Journal of China and International Relations";journal;"22458921";"Aalborg University";Yes;Yes;0,102;Q4;3;0;13;0;1;13;0,00;0,00;0,00;0;Denmark;Western Europe;"Aalborg University";"2018-2019, 2022";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
698;5800169375;"Parlement[s]";journal;"17686520, 17606233";"Pepper-L'Harmattan";No;No;0,102;Q4;3;0;17;0;2;15;0,00;0,00;0,00;0;France;Western Europe;"Pepper-L'Harmattan";"2011-2013, 2019-2020, 2022";"History (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
699;21101054200;"Revista Aequitas";journal;"21749493";"Asociacion Veritas-Estudios sobre historia, derecho e instituciones";No;No;0,102;Q4;2;12;79;397;15;71;0,19;33,08;31,25;0;Spain;Western Europe;"Asociacion Veritas-Estudios sobre historia, derecho e instituciones";"2019-2025";"History (Q4); Law (Q4); Political Science and International Relations (Q4); Public Administration (Q4)";"Arts and Humanities; Social Sciences"
700;19700187629;"Safundi";journal;"17533171, 15431304";"Taylor and Francis Ltd.";No;No;0,102;Q4;17;69;110;904;15;41;0,10;13,10;46,15;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2026";"Cultural Studies (Q4); History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
701;21101132933;"Sguardo";journal;"20366558";"InSchibboleth Edizioni";Yes;Yes;0,102;Q4;2;0;89;0;1;82;0,02;0,00;0,00;0;Italy;Western Europe;"InSchibboleth Edizioni";"2019-2024";"History and Philosophy of Science (Q4); Philosophy (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
702;21101199910;"Air and Space Power Review";journal;"26340976, 26340968";"Royal Air Force";Yes;Yes;0,101;Q4;1;0;55;0;3;45;0,05;0,00;0,00;0;United Kingdom;Western Europe;"Royal Air Force";"2021-2024";"Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
703;21101145379;"Ciencia Nueva, Revista de Historia y Politica";journal;"25392662";"Technological University of Pereira";No;No;0,101;Q4;3;23;57;1014;4;52;0,08;44,09;23,08;0;Colombia;Latin America;"Technological University of Pereira";"2019-2025";"History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
704;5600152882;"Cultures et Conflits";journal;"17775345, 1157996X";"Pepper-L'Harmattan";No;No;0,101;Q4;8;0;23;0;0;22;0,00;0,00;0,00;0;France;Western Europe;"Pepper-L'Harmattan";"1997, 2016-2024";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
705;5700154199;"Index on Censorship";journal;"17466067, 03064220";"SAGE Publications Inc.";No;No;0,101;Q4;12;97;364;5;16;100;0,04;0,05;76,67;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"1972-1993, 1995-2025";"History (Q4); Philosophy (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
706;5700168382;"Raisons Politiques";journal;"12911941, 19506708";"Presses de Sciences Po";No;No;0,101;Q4;20;0;53;0;1;47;0,03;0,00;0,00;0;France;Western Europe;"Presses de Sciences Po";"2001-2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
707;21101215787;"Ratio Publica";journal;"27879569, 27879550";"Nugis Finem Publishing";No;No;0,101;Q4;2;3;29;33;1;25;0,05;11,00;0,00;0;Czech Republic;Eastern Europe;"Nugis Finem Publishing";"2021-2025";"Law (Q4); Philosophy (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
708;21000;"Slovansky Prehled";journal;"00376922";"Czech Academy of Sciences, Institute of History";No;No;0,101;Q4;2;11;38;280;5;33;0,13;25,45;21,43;0;Czech Republic;Eastern Europe;"Czech Academy of Sciences, Institute of History";"1985, 1999, 2002, 2019-2025";"History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
709;21100394259;"Stred";journal;"18039243";"Masaryk Institute and Archives of the Czech Academy of Sciences";Yes;Yes;0,101;Q4;3;5;35;62;1;24;0,04;12,40;33,33;0;Czech Republic;Eastern Europe;"Masaryk Institute and Archives of the Czech Academy of Sciences";"2014-2025";"History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
710;21101083581;"Sulla Via del Catai";journal;"19703449";"Centro Studi Martino Martini";No;No;0,101;Q4;1;0;32;0;1;30;0,00;0,00;0,00;0;Italy;Western Europe;"Centro Studi Martino Martini";"2019-2024";"Arts and Humanities (miscellaneous) (Q4); History (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
711;21100315997;"Austrian Studies";book series;"13507532, 22224262";"Modern Humanities Research Association";No;No;0,100;Q4;4;7;61;0;2;57;0,06;0,00;42,86;0;United Kingdom;Western Europe;"Modern Humanities Research Association";"2013-2025";"Cultural Studies (Q4); History (Q4); Political Science and International Relations (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
712;25867;"Internationale Politik";journal;"1430175X";"Deutsche Gesellschaft fuer Auswartige Politik e.V.";No;No;0,100;Q4;8;0;129;0;0;86;0,00;0,00;0,00;0;Germany;Western Europe;"Deutsche Gesellschaft fuer Auswartige Politik e.V.";"1996-2020, 2022-2023";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
713;27128;"Landfall";journal;"00237930";"University of Otago Press";No;No;0,100;Q4;4;28;106;32;0;65;0,00;1,14;62,50;0;New Zealand;Pacific Region;"University of Otago Press";"2000-2021, 2023-2025";"Literature and Literary Theory (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
714;145042;"Perspectives on Political Science";journal;"10457097, 19305478";"Routledge";No;No;0,100;Q4;10;28;73;969;4;55;0,04;34,61;4,00;0;United States;Northern America;"Routledge";"1990-2026";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
715;21100865030;"Soviet and Post-Soviet Politics and Society";book series;"16143515";"Ibidem Verlag";No;No;0,100;Q4;4;101;227;1810;5;75;0,02;17,92;100,00;0;Germany;Western Europe;"Ibidem Verlag";"2018-2025";"History (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
716;4100151503;"Advances in Industrial and Labor Relations";book series;"07426186";"Emerald Group Publishing Ltd.";No;No;;-;13;8;0;375;0;0;0,00;46,88;60,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2006, 2009-2012, 2015-2016, 2018-2019, 2021, 2025-2026";"Economics, Econometrics and Finance (miscellaneous); Industrial Relations; Organizational Behavior and Human Resource Management; Political Science and International Relations";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
717;21101019719;"Asia in Transition";book series;"23648260, 23648252";"John Wiley &amp; Sons Inc.";No;No;;-;10;113;87;4030;58;0;0,73;35,66;100,00;0;United States;Northern America;"John Wiley &amp; Sons Inc.";"2016-2025";"Cultural Studies; Demography; Development; History; Political Science and International Relations; Renewable Energy, Sustainability and the Environment";"Arts and Humanities; Energy; Social Sciences"
718;5600152815;"Contributions to Conflict Management, Peace Economics and Development";book series;"15728323";"Emerald Group Publishing Ltd.";No;No;;-;7;131;17;2890;1;0;0,00;22,06;20,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2004-2005, 2007-2019, 2021-2022, 2025-2026";"Business and International Management; Development; Political Science and International Relations; Sociology and Political Science; Strategy and Management";"Business, Management and Accounting; Social Sciences"
