Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
76;21100781903;"Mir Rossii";journal;"18110398, 1811038X";"National Research University Higher School of Economics (HSE University)";Yes;No;0,255;Q3;13;33;99;1437;57;99;0,57;43,55;47,17;0;Russian Federation;Eastern Europe;"National Research University Higher School of Economics (HSE University)";"2016-2025";"Demography (Q3); Development (Q3); Economics and Econometrics (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
77;21100824449;"Norteamerica";journal;"18703550, 24487228";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,252;Q3;8;32;78;1245;33;78;0,31;38,91;19,35;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2010-2011, 2016-2026";"Cultural Studies (Q1); Law (Q2); Demography (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
78;18000156709;"Bulletin of Geography. Socio-economic Series";journal;"17324254, 20838298";"Nicolaus Copernicus University";Yes;Yes;0,251;Q3;27;55;121;3570;126;121;1,15;64,91;45,26;0;Poland;Eastern Europe;"Nicolaus Copernicus University";"2003-2025";"Cultural Studies (Q1); Demography (Q3); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Social Sciences"
79;21101123948;"Nordic Welfare Research";journal;"24644161";"Scandinavian University Press";Yes;Yes;0,250;Q3;9;29;57;1181;57;55;0,94;40,72;66,67;0;Norway;Western Europe;"Scandinavian University Press";"2019-2026";"Demography (Q3); Health (social science) (Q3); Social Sciences (miscellaneous) (Q3); Life-span and Life-course Studies (Q4)";"Social Sciences"
80;21100855500;"Journal of Population and Social Studies";journal;"24654418";"Mahidol University, Institute for Population and Social Research";No;No;0,243;Q3;15;41;152;2134;139;152;0,94;52,05;40,35;0;Thailand;Asiatic Region;"Mahidol University, Institute for Population and Social Research";"2017-2027";"Anthropology (Q2); Demography (Q3); Geography, Planning and Development (Q3); Health (social science) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
81;21100451190;"International Journal of Microsimulation";journal;"17475864";"International Microsimulation Association";No;No;0,241;Q3;11;19;60;837;33;55;0,69;44,05;30,00;3;Luxembourg;Western Europe;"International Microsimulation Association";"2015-2025";"Demography (Q3); Economics and Econometrics (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Epidemiology (Q3); Health (social science) (Q3); Modeling and Simulation (Q3); Public Health, Environmental and Occupational Health (Q3); Social Sciences (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Mathematics; Medicine; Social Sciences"
82;21100422173;"Lengua y Migracion";journal;"18895425";"Servicio de Publicaciones. Universidad de Alcala";Yes;No;0,237;Q3;8;10;47;493;24;47;0,46;49,30;69,23;0;Spain;Western Europe;"Servicio de Publicaciones. Universidad de Alcala";"2015-2025";"Linguistics and Language (Q2); Demography (Q3)";"Social Sciences"
83;33587;"Nomadic Peoples";journal;"17522366, 08227942";"White Horse Press";Yes;Yes;0,237;Q3;27;14;50;572;39;42;0,84;40,86;39,29;0;United Kingdom;Western Europe;"White Horse Press";"1982-1983, 1985, 1990-1994, 2001, 2004-2025";"Anthropology (Q2); Demography (Q3); Sociology and Political Science (Q3)";"Social Sciences"
84;21100828130;"Cosmopolitan Civil Societies";journal;"18375391";"UTS ePRESS";Yes;Yes;0,235;Q3;12;24;62;1022;59;60;1,02;42,58;50,00;1;Australia;Pacific Region;"UTS ePRESS";"2017-2025";"Anthropology (Q2); Cultural Studies (Q2); Demography (Q3); Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
85;21100851350;"IZA Journal of Development and Migration";journal;"25201786";"Laborwide";Yes;No;0,227;Q3;33;0;26;0;20;26;0,71;0,00;0,00;0;Germany;Western Europe;"Laborwide";"2018-2024";"Anthropology (Q2); Demography (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
86;21101061450;"Population and Economics";journal;"26583798";"Pensoft Publishers";Yes;Yes;0,215;Q3;13;39;104;1693;93;101;0,91;43,41;52,00;0;Bulgaria;Eastern Europe;"Pensoft Publishers";"2019-2026";"Demography (Q3); Gender Studies (Q3); Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
87;21101090838;"Revista Interdisciplinar da Mobilidade Humana";journal;"19808585, 22379843";"Scalabrini Migration Study Centers";Yes;Yes;0,214;Q3;10;51;145;2091;80;130;0,48;41,00;63,53;0;Italy;Western Europe;"Scalabrini Migration Study Centers";"2019-2025";"Demography (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
88;21100447821;"Poblacion y Sociedad";journal;"18528562, 03283445";"Portal de Revistas de la Universidad Nacional de La Pampa";Yes;Yes;0,209;Q3;9;15;64;693;24;58;0,39;46,20;48,39;0;Argentina;Latin America;"Portal de Revistas de la Universidad Nacional de La Pampa";"2015-2025";"Demography (Q3)";"Social Sciences"
89;21100792094;"Diaspora Studies";journal;"09763457, 09739572";"Brill Academic Publishers";No;No;0,208;Q3;13;21;51;1095;36;51;0,55;52,14;50,00;0;United Kingdom;Western Europe;"Brill Academic Publishers";"2009-2010, 2015-2026";"History (Q1); Demography (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
90;26283;"Revista Galega de Economia";journal;"11322799, 22555951";"Universidade de Santiago de Compostela";Yes;Yes;0,207;Q3;13;17;62;1079;69;61;1,16;63,47;46,88;0;Spain;Western Europe;"Universidade de Santiago de Compostela";"2001, 2003-2025";"History (Q1); Demography (Q3); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
91;29494;"Demografie";journal;"18052991, 00118265";"Cesky Statisticky Urad";Yes;Yes;0,193;Q3;11;12;46;527;20;46;0,26;43,92;78,95;0;Czech Republic;Eastern Europe;"Cesky Statisticky Urad";"1976-1999, 2014-2025";"Demography (Q3)";"Social Sciences"
92;21100932832;"World Journal of Entrepreneurship, Management and Sustainable Development";journal;"20425961, 2042597X";"World Association for Sustainable Development";No;No;0,193;Q3;24;20;81;639;87;79;0,35;31,95;35,29;0;United Kingdom;Western Europe;"World Association for Sustainable Development";"2013, 2017-2025";"Cultural Studies (Q2); Demography (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Business and International Management (Q4); Strategy and Management (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
93;26808;"Estudios Demograficos y Urbanos";journal;"24486515, 01867210";"Colegio de Mexico, A.C., Departamento de Publicaciones";Yes;Yes;0,190;Q3;12;24;83;1023;42;81;0,43;42,63;41,86;0;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"1986-1999, 2014-2026";"Demography (Q3); Urban Studies (Q3)";"Social Sciences"
94;21100792107;"Treatises and Documents, Journal of Ethnic Studies";journal;"18545181, 03540286";"Sciendo";No;No;0,184;Q3;8;18;51;1094;44;50;1,00;60,78;52,63;0;Poland;Eastern Europe;"Sciendo";"2015-2025";"Cultural Studies (Q2); Anthropology (Q3); Demography (Q3)";"Social Sciences"
95;21101152604;"International Journal of Population Studies";journal;"24248606, 24248150";"AccScience Publishing";No;No;0,183;Q3;6;60;81;3185;70;78;0,82;53,08;39,73;2;Singapore;Asiatic Region;"AccScience Publishing";"2019-2026";"Demography (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
96;21100842804;"Sociologia Urbana e Rurale";journal;"03924939, 19718403";"FrancoAngeli Edizioni";No;No;0,180;Q3;7;25;111;1263;26;108;0,24;50,52;52,27;0;Italy;Western Europe;"FrancoAngeli Edizioni";"2017-2025";"Demography (Q3); Sociology and Political Science (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4)";"Environmental Science; Social Sciences"
97;21101090844;"Revista del Ministerio de Trabajo y Economia Social";journal;"26604655, 26604647";"";No;No;0,179;Q3;4;19;102;555;14;92;0,05;29,21;43,75;0;Spain;Western Europe;"";"2020-2025";"Demography (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
98;28431;"Canadian Journal of Regional Science";journal;"19252218, 07054580";"Canadian Regional Science Association";No;No;0,177;Q3;5;11;49;500;33;44;0,59;45,45;33,33;1;Canada;Northern America;"Canadian Regional Science Association";"1978, 1983, 1986, 1988, 2021-2025";"Demography (Q3); Social Sciences (miscellaneous) (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
99;21101095657;"Economia, Sociedad y Territorio";journal;"14058421, 24486183";"El Colegio Mexiquense AC";Yes;Yes;0,174;Q3;7;35;108;1436;57;108;0,47;41,03;39,62;0;Mexico;Latin America;"El Colegio Mexiquense AC";"2019-2025";"Demography (Q3); Social Sciences (miscellaneous) (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
100;34418;"Geoadria";journal;"18489710, 13312294";"Croatian Geographical Society";Yes;Yes;0,172;Q3;7;4;30;266;17;27;0,73;66,50;50,00;0;Croatia;Eastern Europe;"Croatian Geographical Society";"1996, 1998, 2016-2025";"Demography (Q3); Atmospheric Science (Q4); Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
101;21101051701;"Transitions: Journal of Transient Migration";journal;"23977159, 23977140";"Intellect Ltd.";No;No;0,169;Q3;8;16;16;1020;12;16;0,70;63,75;62,96;0;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2026";"Cultural Studies (Q2); Demography (Q3); Gender Studies (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
102;21100388414;"Crossings";journal;"20404352, 20404344";"Intellect Ltd.";No;No;0,168;Q3;15;14;47;655;27;46;0,41;46,79;80,00;0;United Kingdom;Western Europe;"Intellect Ltd.";"2014-2025";"Cultural Studies (Q2); Anthropology (Q3); Demography (Q3)";"Social Sciences"
103;12007;"Statisztikai Szemle";journal;"00390690";"Hungarian Central Statistical Office";No;No;0,161;Q3;6;38;131;1554;52;131;0,42;40,89;25,00;0;Hungary;Eastern Europe;"Hungarian Central Statistical Office";"1946, 1948, 1977-1999, 2019-2025";"Demography (Q3); Social Sciences (miscellaneous) (Q3); Applied Mathematics (Q4); Economics and Econometrics (Q4); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
104;5700161162;"Papeles de Poblacion";journal;"14057425, 24487147";"Universidad Autonoma del Estado de Mexico";Yes;Yes;0,159;Q4;18;20;80;811;26;68;0,30;40,55;50,00;0;Mexico;Latin America;"Universidad Autonoma del Estado de Mexico";"1997-1998, 2002-2003, 2008-2026";"Demography (Q4)";"Social Sciences"
105;21101196038;"Jurnal Biometrika dan Kependudukan";journal;"25408828, 2302707X";"Airlangga University Faculty of Public Health";Yes;No;0,158;Q4;5;22;71;810;36;71;0,40;36,82;61,22;0;Indonesia;Asiatic Region;"Airlangga University Faculty of Public Health";"2019-2025";"Demography (Q4); Health Informatics (Q4); Reproductive Medicine (Q4); Statistics and Probability (Q4)";"Mathematics; Medicine; Social Sciences"
106;21101224875;"Migracijske i Etnicke Teme";journal;"18489184, 13332546";"";Yes;Yes;0,155;Q4;3;11;28;602;13;27;0,55;54,73;43,75;0;Croatia;Eastern Europe;"";"2020-2025";"Demography (Q4); Political Science and International Relations (Q4)";"Social Sciences"
107;79684;"Acta Ethnographica Hungarica";journal;"15882586, 12169803";"Akademiai Kiado";No;No;0,152;Q4;10;11;66;543;20;64;0,30;49,36;50,00;0;Hungary;Eastern Europe;"Akademiai Kiado";"1996-2021, 2023-2026";"Cultural Studies (Q2); Music (Q2); Demography (Q4)";"Arts and Humanities; Social Sciences"
108;21101114178;"Poblacion y Salud en Mesoamerica";journal;"16590201";"Universidad de Costa Rica";Yes;Yes;0,150;Q4;6;8;105;317;36;102;0,39;39,63;43,48;0;Costa Rica;Latin America;"Universidad de Costa Rica";"2019-2025";"Demography (Q4); Epidemiology (Q4); Health Informatics (Q4); Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Social Sciences"
109;100437;"Population Review";journal;"0032471X, 15490955";"Sociological Demography Press";No;No;0,147;Q4;17;0;35;0;20;35;0,50;0,00;0,00;0;United States;Northern America;"Sociological Demography Press";"1988, 2009-2024";"Demography (Q4)";"Social Sciences"
110;21100899304;"Revista de Demografia Historica";journal;"1696702X";"Asociación de Demografía Histórica";No;No;0,145;Q4;6;0;26;0;6;26;0,20;0,00;0,00;0;Spain;Western Europe;"Asociación de Demografía Histórica";"2018-2024";"History (Q2); Demography (Q4)";"Arts and Humanities; Social Sciences"
111;25775;"Annales de Demographie Historique";journal;"00662062";"Editions Belin et Herscher";No;No;0,143;Q4;19;0;39;0;15;39;0,38;0,00;0,00;0;France;Western Europe;"Editions Belin et Herscher";"1968, 1970, 1972-1973, 1976-1996, 1999, 2001-2014, 2016-2022, 2024";"Demography (Q4)";"Social Sciences"
112;21101111533;"Ethiopian Renaissance Journal of Social Sciences and Humanities";journal;"24096377, 24096385";"University of Gondar";No;No;0,143;Q4;5;19;60;850;30;59;0,37;44,74;30,23;0;Ethiopia;Africa;"University of Gondar";"2019-2026";"Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Demography (Q4); Developmental and Educational Psychology (Q4); Gender Studies (Q4)";"Arts and Humanities; Psychology; Social Sciences"
113;21101026989;"International Real Estate Review";journal;"21548919";"Global Social Science Institute";No;No;0,139;Q4;20;11;63;460;22;61;0,24;41,82;33,33;0;United States;Northern America;"Global Social Science Institute";"1998-2025";"Accounting (Q4); Demography (Q4); Economics and Econometrics (Q4); Finance (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
114;21101102056;"J-Reading";journal;"22814310, 22815694";"Edizioni Nuova Cultura";No;No;0,133;Q4;6;9;44;406;10;43;0,17;45,11;40,00;0;Italy;Western Europe;"Edizioni Nuova Cultura";"2020-2025";"Computers in Earth Sciences (Q4); Demography (Q4); Education (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Earth and Planetary Sciences; Social Sciences"
115;21100406934;"Studies in Global Social History";book series;"18746705";"Brill Academic Publishers";No;No;0,133;Q4;12;16;103;1729;21;1;0,17;108,06;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2008-2025";"Cultural Studies (Q3); History (Q3); Demography (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
116;21101147937;"Yearbook of the Research Centre for German and Austrian Exile Studies";book series;"13883720";"Brill Rodopi";No;No;0,133;Q4;6;16;27;294;1;1;0,04;18,38;0,00;0;Netherlands;Western Europe;"Brill Rodopi";"1999-2003, 2005, 2007-2009, 2011-2015, 2017, 2019-2020, 2022-2025";"History (Q3); Demography (Q4)";"Arts and Humanities; Social Sciences"
117;21101034122;"Espaces et Societes";journal;"00140481, 19618700";"ERES";No;No;0,127;Q4;4;0;102;0;22;96;0,22;0,00;0,00;0;France;Western Europe;"ERES";"1991, 2019-2024";"Demography (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Social Sciences"
118;21101164611;"Environment, Space, Place";journal;"20689616, 20665377";"University of Minnesota Press";No;No;0,125;Q4;4;0;33;0;9;31;0,19;0,00;0,00;0;United States;Northern America;"University of Minnesota Press";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Demography (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Environmental Science; Social Sciences"
119;21101221657;"Journal of African Population Studies (JAPS)";journal;"29610052";"Union for African Population Studies";No;No;0,122;Q4;26;4;16;187;5;16;0,31;46,75;22,22;0;South Africa;Africa;"Union for African Population Studies";"2023-2025";"Demography (Q4)";"Social Sciences"
120;21100885612;"Journal of Migration History";journal;"23519924, 23519916";"Brill Academic Publishers";No;No;0,119;Q4;9;19;55;1833;17;55;0,29;96,47;39,13;0;Netherlands;Western Europe;"Brill Academic Publishers";"2015-2025";"Cultural Studies (Q3); History (Q3); Anthropology (Q4); Demography (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
121;26804;"Espace-Populations-Societes";journal;"07557809";"Universite des Sciences et Technologiques de Lille";Yes;Yes;0,114;Q4;17;0;76;0;14;75;0,08;0,00;0,00;0;France;Western Europe;"Universite des Sciences et Technologiques de Lille";"1983-2024, 2026";"Demography (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
122;21100236209;"Diasporas";journal;"24311472, 16375823";"Editions Of The Sorbonne";Yes;Yes;0,112;Q4;5;25;75;1463;11;69;0,16;58,52;55,56;0;France;Western Europe;"Editions Of The Sorbonne";"2008-2025";"History (Q3); Cultural Studies (Q4); Demography (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
123;18007;"Societes";book series;"07653697, 1782155X";"De Boeck Supérieur";No;No;0,112;Q4;8;0;116;0;12;107;0,11;0,00;0,00;0;Belgium;Western Europe;"De Boeck Supérieur";"1996-2024";"Arts and Humanities (miscellaneous) (Q3); Demography (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
124;21101030121;"Yearbook of Balkan and Baltic Studies";journal;"26137852, 26137844";"ELM Scholarly Press";Yes;Yes;0,112;Q4;3;27;45;812;4;41;0,09;30,07;75,00;0;Estonia;Eastern Europe;"ELM Scholarly Press";"2018-2025";"History (Q3); Religious Studies (Q3); Anthropology (Q4); Cultural Studies (Q4); Demography (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
125;5600153675;"Dve Domovini";journal;"15811212, 03536777";"Zalozba ZRC";Yes;Yes;0,111;Q4;14;8;65;261;12;60;0,18;32,63;58,33;0;Slovenia;Eastern Europe;"Zalozba ZRC";"2008-2025";"Cultural Studies (Q4); Demography (Q4); Sociology and Political Science (Q4)";"Social Sciences"
126;21100455734;"Popolazione e Storia";journal;"15914798, 22806784";"Forum-Editrice Universitaria Udinese SRL";No;No;0,111;Q4;5;9;30;400;6;30;0,27;44,44;38,89;0;Italy;Western Europe;"Forum-Editrice Universitaria Udinese SRL";"2015-2025";"History (Q3); Demography (Q4)";"Arts and Humanities; Social Sciences"
127;5700166761;"PORTAL: Journal of Multidisciplinary International Studies";journal;"14492490";"UTS ePRESS";Yes;Yes;0,110;Q4;5;0;52;0;5;49;0,12;0,00;0,00;0;Australia;Pacific Region;"UTS ePRESS";"2009, 2017-2024";"Anthropology (Q4); Cultural Studies (Q4); Demography (Q4)";"Social Sciences"
128;21101176852;"Journal of Statistical Research";journal;"0256422X";"Institute of Statistical Research and Training (ISRT), University of Dhaka";No;No;0,109;Q4;3;10;36;236;6;35;0,19;23,60;4,76;0;Bangladesh;Asiatic Region;"Institute of Statistical Research and Training (ISRT), University of Dhaka";"2019-2025";"Demography (Q4); Modeling and Simulation (Q4); Social Sciences (miscellaneous) (Q4); Statistics and Probability (Q4)";"Mathematics; Social Sciences"
129;19700187711;"African and Black Diaspora";journal;"17528631, 1752864X";"Routledge";No;No;0,108;Q4;16;1;4;49;0;4;0,00;49,00;0,00;0;United Kingdom;Western Europe;"Routledge";"2010-2022, 2025";"Anthropology (Q4); Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Demography (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
130;21100243004;"Cahiers du Genre";journal;"19683928, 12986046";"L'Harmattan";No;No;0,108;Q4;12;0;77;0;8;74;0,08;0,00;0,00;0;France;Western Europe;"L'Harmattan";"2011-2024";"Demography (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
131;22347;"Historical Records of Australian Science";journal;"07273061, 14485508";"CSIRO Publishing";No;No;0,106;Q4;10;11;57;552;7;51;0,15;50,18;5,88;0;Australia;Pacific Region;"CSIRO Publishing";"1980-1983, 1985-1987, 1989, 1996, 1998, 2000-2002, 2004-2025";"Arts and Humanities (miscellaneous) (Q4); Demography (Q4); History and Philosophy of Science (Q4); Human Factors and Ergonomics (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
132;21100307490;"Cahiers des Ameriques Latines";book series;"11417161";"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";Yes;Yes;0,105;Q4;7;10;92;373;9;75;0,11;37,30;77,78;0;France;Western Europe;"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";"1972, 1976, 1979, 1987, 2001-2002, 2012-2025";"Cultural Studies (Q4); Demography (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";"Social Sciences"
133;27890;"Studi Emigrazione";journal;"00392936";"Centro Studi Emigrazione";No;No;0,105;Q4;13;37;129;1321;5;96;0,05;35,70;68,89;0;Italy;Western Europe;"Centro Studi Emigrazione";"1977-2025";"Arts and Humanities (miscellaneous) (Q4); Demography (Q4); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
134;19442;"Historicka Demografie";journal;"25709259, 03230937";"Czech Academy of Sciences";No;No;0,102;Q4;4;5;23;224;6;20;0,25;44,80;22,22;0;Czech Republic;Eastern Europe;"Czech Academy of Sciences";"1991, 2011-2025";"Demography (Q4); History (Q4)";"Arts and Humanities; Social Sciences"
135;21101050911;"Historijski Pogledi";journal;"26371502, 27120651";"Centar za istrazivanje moderne i savremene historije Tuzla";Yes;Yes;0,101;Q4;2;37;115;1309;9;111;0,09;35,38;30,00;0;Bosnia and Herzegovina;Eastern Europe;"Centar za istrazivanje moderne i savremene historije Tuzla";"2018-2025";"Demography (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
136;39166;"Local Population Studies";journal;"01432974";"Local Population Studies Society";No;No;0,101;Q4;11;8;35;45;0;23;0,00;5,63;50,00;0;United Kingdom;Western Europe;"Local Population Studies Society";"1969, 1972, 1974, 1976-2024";"Arts and Humanities (miscellaneous) (Q4); Demography (Q4); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
137;21100307473;"Sud-Ouest Europeen";book series;"12764930";"Presses Universitaires du Mirail";No;No;0,101;Q4;7;0;25;0;1;24;0,00;0,00;0,00;0;France;Western Europe;"Presses Universitaires du Mirail";"2008-2023";"Demography (Q4); Earth-Surface Processes (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Earth and Planetary Sciences; Social Sciences"
138;21101019719;"Asia in Transition";book series;"23648260, 23648252";"John Wiley &amp; Sons Inc.";No;No;;-;10;113;87;4030;58;0;0,73;35,66;100,00;0;United States;Northern America;"John Wiley &amp; Sons Inc.";"2016-2025";"Cultural Studies; Demography; Development; History; Political Science and International Relations; Renewable Energy, Sustainability and the Environment";"Arts and Humanities; Energy; Social Sciences"
